Date	PD Code	Area Code	AC Code MH	Project Nr	Item Description	Amount
17/10/2023	60D5040		1257	15 - Sialkot Cable	1580.00
17/10/2023	60D5040		1257	16 - Sialkot Electrical Parts	11630.00
17/10/2023	60D5040		1257	17 - Sialkot Electrical Parts	12470.00
18/10/2023	60D5040		1257	18 - Sialkot Electrical Parts	7290.00
18/10/2023	60C1092		1257	19 - Sialkot Plumber Contractor	10000.00
18/10/2023	60C1092		1257	20 - Sialkot Tools	1000.00
17/10/2023	60C1092		1257	21 - Sialkot Plumbing Parts	2180.00
17/10/2023	60C1092		1257	22 - Sialkot Plumbing Parts	2100.00
15/10/2023	60C1092		1257	23 - Sialkot Plumbing Parts	28410.00
16/10/2023	60C2032		1257	24 - Sialkot Tile Set	1500.00
14/10/2023	60C2032		1257	25 - Sialkot Contractor	10900.00
16/10/2023	60C1030		1257	26 - Sialkot Contractor Steel	100000.00
16/10/2023	60C1030		1257	27 - Sialkot Contractor	9600.00
14/10/2023	60C1030		1257	28 - Sialkot Steel	6600.00
14/10/2023	60C1092		1257	29 - Silakot Plumber Parts	9150.00
14/10/2023	60C1092		1257	30 - Sialkot Tools	1500.00
14/10/2023	60D6030		1257	31 - Sialkot Ceiling Speakers	3000.00
18/10/2023	60B2011		1257	32 - Sialkot Contractor	20000.00
14/10/2023	60C2032		1257	33 - Sialkot Tile Set	25000.00
17/10/2023	60C2032		1257	34 - Sialkot Delivery	1750.00
14/10/2023	01P1010		1562	35 - Karachi Korangi - Scaffolding Hire	75000.00
25/10/2023	20G2020		1273	1 - Sialkot White cement	6000.00
25/10/2023	60C1092		1273	2 - Sialkot Plumbing Part	4000.00
25/10/2023	60C1092		1273	3 - Sialkot Contractor	13000.00
25/10/2023	60C1092		1273	4 - Sialkot Contractor	15500.00
25/10/2023	60C1092		1273	5 - Sialkot Plumbing Part	1100.00
25/10/2023	60C1092		1273	6 - Sialkot Delivery Charge	2400.00
22/10/2023	60C2032		1273	7 - Sialkot Roof Marble	100000.00
21/10/2023	60C2032		1273	8 - Sialkot Contractor	18800.00
27/10/2023	60C2010		1273	9 - Sialkot Paint Brushes	400.00
27/10/2023	60C2010		1273	10 - Sialkot Contractor	9000.00
27/10/2023	60C2010		1273	11 - Sialkot Paint	4800.00
27/10/2023	60C2010		1273	12 - Sialkot Sandpapper	300.00
27/10/2023	60C2010		1273	13 - Sialkot Contractor 1 months pay	60000.00
25/10/2023	60E1060		1273	14 - Sialkot Timber	1300.00
25/10/2023	60C1092		1273	15 - Sialkot Plumbing Parts	4200.00
26/10/2023	60C2010		1273	16 - Sialkot Paint	2400.00
26/10/2023	60C2010		1273	17 - Sialkot Contractor	12200.00
25/10/2023	60C2010		1273	18 - Sialkot Contractor	30000.00
25/10/2023	20G2020		1273	19 - Sialkot Parking lot	25000.00
24/10/2023	20G2020		1273	20 - Sialkot Cement stone and sand	117210.00
23/10/2023	60C2010		1273	21 - Sialkot Paint	6500.00
24/10/2023	60C2010		1273	22 - Sialkot Paint	4000.00
24/10/2023	60C2010		1273	23 - Sialkot Paint	8000.00
24/10/2023	60C2010		1273	24 - Sialkot Paint	4000.00
23/10/2023	60E1060		1273	25 - Sialkot Contractor	18800.00
21/10/2023	60E1060		1273	26 - Sialkot Nails	550.00
23/10/2023	60C2010		1273	27 - Sialkot Paint	4000.00
21/10/2023	60C2010		1273	28 - Sialkot Paint	4000.00
24/10/2023	10S1200		1273	29 - Sialkot Welfare	3365.00
23/10/2023	60C2032		1273	30 - Sialkot Marble	51200.00
23/10/2023	60C2032		1273	31 - Sialkot Labour	15500.00
21/10/2023	60C2032		1273	32 - Sialkot Sand Cemnet	13920.00
21/10/2023	60C2032		1273	33 - Sialkot Labour	15800.00
21/10/2023	60C2032		1273	34 - Sialkot Contractor	18100.00
21/10/2023	60C2010		1273	35 - Sialkot Paint	4000.00
25/10/2023	60C2032		1273	36 - Sialkot Tile Trim	800.00
21/10/2023	60C1092		1273	37 - Sialkot Plumbing part	3000.00
25/10/2023	60C1092		1273	38 - Sialkot Plumbing Sink	8500.00
28/10/2023	20G2020		1273	1 - Sialkot Labour	13500.00
28/10/2023	60C2032		1273	2 - Sialkot Marble delivery	2400.00
28/10/2023	60C2032		1273	3 - Sialkot Contractor	5000.00
28/10/2023	60C2032		1273	4 - Silakot Marble 800 per 2ft	41000.00
02/11/2023	10S1410		1273	5 - Sialkot Broom	400.00
02/11/2023	60C2032		1273	6 - Sialkot Contractor	18800.00
02/11/2023	60C1030		1273	7 - Sialkot Hire Steel props	10000.00
30/10/2023	60C2032		1273	8 - Sialkot Contractor	10000.00
01/11/2023	60C1092		1273	9 - Sialkot Plumbing parts	28500.00
31/10/2023	60C2032		1273	10 - Sialkot Marble polish	18000.00
01/11/2023	60C2032		1273	11 - Sialkot Contractor	19800.00
31/10/2023	60C2032		1273	12 - Sialkot Contractor	13200.00
31/10/2023	60C2032		1273	13 - Sialkot Contractor marble	15000.00
31/10/2023	10S1200		1273	14 - Sialkot Food for labour	4970.00
30/10/2023	60C1092		1273	15 - Sialkot Pump hire	4000.00
30/10/2023	60C2032		1273	16 - Sialkot Contractor	15500.00
30/10/2023	20G2020		1273	17 - Sialkot Sand cement Bricks	54650.00
30/10/2023	60B2011		1273	18 - Sialkot Paint	86600.00
28/10/2023	60B2011		1273	19 - Sialkot Paint	2300.00
07/11/2023	60C1030		1273	1 - Sialkot steal gates and doors	200000.00
04/11/2023	20G1020		1273	2 - Sialkot Demolition contractor	30000.00
04/11/2023	20G2020		1273	3 - Sialkot Sand cement crush	104000.00
06/11/2023	60C2010		1273	4 - Sialkot Paint	61600.00
08/11/2023	60C2032		1273	5 - Sialkot Contractor	15000.00
07/11/2023	60C2032		1273	6 - Sialkot Marble Roof	1200.00
06/11/2023	20G3010		1273	7 - Sialkot Drainage Parts	16676.00
06/11/2023	10S1430		1273	8 - Sialkot Sandpaper	300.00
06/11/2023	10S1430		1273	9 - Sialkot Paint sundries	4430.00
06/11/2023	60C2032		1273	10 - Sialkot Contractor	13500.00
06/11/2023	20G2020		1273	11 - Sialkot Cement Mix	1900.00
06/11/2023	10S1430		1273	12 - Sialkot Paint sundrie	200.00
06/11/2023	60D5040		1273	13 - Sialkot Light sample	800.00
07/11/2023	60C2032		1273	14 - Sialkot Electrician Contractor	15000.00
07/11/2023	60C2032		1273	15 - Sialkot Contractor	16100.00
07/11/2023	60C2010		1273	16 - Sialkot Paint sample	1600.00
07/11/2023	20G2020		1273	17 - Sialkot Cement Mix	1900.00
07/11/2023	60C1092		1273	18 - Sialkot Pipe	1240.00
04/11/2023	60C2032		1273	19 - Sialkot Delivery charge	1000.00
07/11/2023	60C1092		1273	20 - Sialkot Plumber Contractor	4000.00
07/11/2023	60C1092		1273	21 - Sialkot Plumbing Part	950.00
04/11/2023	60C2032		1273	22 - Sialkot Contractor	18000.00
04/11/2023	60C2032		1273	23 - Sialkot Marble cutting delivery	1600.00
04/11/2023	60C2032		1273	24 - Sialkot Contractor	14000.00
04/11/2023	20G4010		1273	25 - Sialkot Electrical Parts 1st fix	16900.00
07/11/2023	20G4010		1273	24 - Sialkot Battery	34000.00
08/11/2023	60C2032		1273	33 - Sialkot contractor	19600.00
13/11/2023	60C2010		1273	1 - Sialkot Paint	700.00
15/11/2023	60C2032		1273	2 - Sialkot Marble Polish	15000.00
14/11/2023	20G2020		1273	3- Sialkot Labour	16000.00
15/11/2023	60C2010		1273	4 -Sialkot Paint	30000.00
14/11/2023	20G2020		1273	5 - Sialkot Labour	16000.00
15/11/2023	20G2020		1273	6 - Sialkot Sand cement stone	107420.00
15/11/2023	60C1092		1273	7 - Sialkot Pipe	22060.00
14/11/2023	60C1092		1273	8 - Sialkot Pipe connector	2700.00
13/11/2023	60C2032		1273	9 - Sialkot Contractor	16000.00
10/11/2023	60C2032		1273	10 - Sialkot Contractor	13700.00
13/11/2023	20G4010		1273	11 - Sialkot Electrical Items	3070.00
15/11/2023	60C1092		1273	12 - Sialkot Plumbing Items	7210.00
13/11/2023	60C2010		1273	13 - Sialkot Paint	400.00
11/11/2023	60C1092		1273	14 - Sialkot Plumbing Part	400.00
13/11/2023	20G4010		1273	15 - Sialkot Electrical Item	200.00
11/11/2023	60C2010		1273	16 - Sialkot Paint	900.00
11/11/2023	60C2010		1273	17 - Sialkot Paint	2300.00
11/11/2023	20G2020		1273	18 - Sialkot Labour	13700.00
13/11/2023	60C2010		1273	19 - Sialkot Paint Filler	8000.00
11/11/2023	60C2010		1273	20 - Sialkot Paint	4600.00
10/11/2023	20G2020		1273	21 - Sialkot Labour	19600.00
10/11/2023	60C2010		1273	22 - Sialkot Paint Filler	3600.00
10/11/2023	10S1410		1273	23 - Sialkot Glue Pipe	1900.00
10/11/2023	10S1200		1273	24 - Sialkot Food Contractor	1509.00
15/11/2023	60C1092		1273	25 - Sialkot Pipe fixings	1500.00
14/11/2023	60C2010		1273	26 - Sialkot Paint	4500.00
15/11/2023	60C2010		1273	27 - Sialkot Paint	1600.00
15/11/2023	60C2010		1273	28 - Sialkot Paint	6000.00
16/11/2023	60C2032		1273	29 -Sialkot Contractor	56000.00
16/11/2023	60C1030		1273	30 - Sialkot Steal Grill final Payment	40000.00
16/11/2023	10S1200		1273	31 -Sialkot House Rent	57000.00
17/11/2023	60C1030		1273	32 - Sialkot Internal Doors and lit display 1st Payment	100000.00
17/11/2023	10S1200		1273	33 - Sialkot Food Contractors	5400.00
17/11/2023	20G2020		1273	34 - Sialkot Labour	15300.00
16/11/2023	10S1430		1273	35 - Sialkot Broom	600.00
22/11/2023	60D6030		1273	1 - Sialkot Cables AV Sound	190240.00
22/11/2023	60D6030		1273	2 - Sialkot Cables Power	90240.00
22/11/2023	20G2020		1273	3 - Sialkot Labour	17100.00
20/11/2023	60C1092		1273	4 - Sialkot Plumbing Parts	2940.00
22/11/2023	60C2032		1273	5 - Sialkot Marble delivery	2400.00
18/11/2023	60D6030		1273	6 -  Sialkot Cable	4000.00
24/11/2023	60C2010		1273	7  - Sialkot Paint Ceiling	24200.00
22/11/2023	60C2011		1273	8 - Sialkot Tile Bond	1700.00
24/11/2023	60C2010		1273	9 - Sialkot Paint Sundries	10060.00
24/11/2023	60C2011		1273	10 - Sialkot Cement sand tile bond	106650.00
24/11/2023	60C2032		1273	11 - Sialkot Delivery charges	2450.00
21/11/2023	60C2010		1273	12 - Sialkot Paint sundries	3150.00
21/11/2023	20G4010		1273	13 - Sialkot Electrical Connectors	25880.00
21/11/2023	20G4010		1273	14 - Sialkot Electrical Connectors	1910.00
21/11/2023	60C2011		1273	15 - Sialkot Tile Bond	1300.00
21/11/2023	20G2020		1273	16 - Sialkot Labour	16700.00
20/11/2023	10S1430		1273	17 - Sialkot Screws nails	750.00
20/11/2023	20G3020		1273	18 - Sialkot Plumbing Part	1500.00
20/11/2023	60B2050		1273	19 - Sialkot Security Grill	40000.00
18/11/2023	60D6030		1273	20 - Sialkot Cable	2700.00
20/11/2023	60C1092		1273	21 - Sialkot Plumber contractor	5000.00
20/11/2023	60C2032		1273	22 - Sialkot Marble delivery	2400.00
18/11/2023	60C2032		1273	23 - Sialkot Marble Delivery	1200.00
18/11/2023	60C1092		1273	24 - Sialkot Plumbing Parts	168300.00
20/11/2023	60C2010		1273	25 - Sialkot Paint items	9100.00
21/11/2023	60C2032		1273	26 - Sialkot Roof marble	150000.00
21/11/2023	60C1092		1273	27 - Sialkot Sand Papper /paint	21140.00
20/11/2023	60C2011		1273	28 - Sialkot Sand cement stone tile bond	143800.00
20/11/2023	60D6030		1273	29 - Sialkot Cables	148380.00
20/11/2023	20G2020		1273	30 - Sialkot Labour	14300.00
20/11/2023	60D6030		1273	31 - Sialkot Speaker	9500.00
18/11/2023	20G2020		1273	32 - Sialkot Labour	15300.00
18/11/2023	60C1092		1273	33 - Sialkot Paint	17500.00
23/11/2023	60D6030		1273	34 - Sialkot HDMI Cable	18600.00
23/11/2023	60D6030		1273	35 - Sialkot Hdmi sound cables	11100.00
20/11/2023	10S1410		1273	36 - Sialkot Tools	2010.00
20/11/2023	10S1430		1273	37 - Sialkot Screws	500.00
20/11/2023	60C1092		1273	38 - Sialkot Paint Filler	13800.00
20/11/2023	10S1410		1273	39 - Sialkot Face masks	2000.00
20/11/2023	20G2020		1273	40 - Sialkot saw dust	2000.00
18/11/2023	10S1430		1273	41 - Sialkot Nails	700.00
18/11/2023	60C1092		1273	42 - Sialkot Elbow Plumbing	2700.00
18/11/2023	60C1092		1273	43 - Sialkot Plumbing tap	1500.00
23/11/2023	20G2020		1273	44 - Sialkot Labour	15300.00
18/11/2023	20G2020		1273	45 - Sialkot Labour	5000.00
18/11/2023	20G2020		1273	46 - Sialkot Labour	15100.00
25/11/2023	01P1010		1562	1 - Karachi, Korangi - Scaffolding	75000.00
26/11/2023	20G1010		1562	2 - Karachi, Korangi - Contractor Labour	70000.00
26/11/2023	60B2020		1273	3 - Sialkot - Windows and Door 1ST Payment	130000.00
27/11/2023	60C1090		1273	4 - Sialkot - jw.org Sign	35000.00
27/11/2023	60C2011		1273	5 - Sialkot - Sand Cement Tile Set	4750.00
27/11/2023	60C2011		1273	6 - Sialkot - Labour	18000.00
27/11/2023	60C2011		1273	7 - Sialkot - Labour	15700.00
25/11/2023	60C2011		1273	8 - Sialkot - Labour	19900.00
29/11/2023	60C2011		1273	9 - Sialkot - Labour	18700.00
29/11/2023	60C2010		1273	10 - Sialkot - Paint Labour	3300.00
25/11/2023	60C2010		1273	11 - Sialkot - Paint Labour	18300.00
27/11/2023	60C1097		1273	12 - Sialkot - Carpenter Lit Display Door etc	200000.00
01/12/2023	60C2032		1273	2 Sialkot Marble Polisher	10000.00
02/12/2023	60C2032		1273	3 Sialkot Marble Delivery	1200.00
02/12/2023	60C2011		1273	4 Sialkot Labour	16800.00
01/12/2023	60C2032		1273	6 Sialkot Marble delivery	1200.00
01/12/2023	60C2011		1273	7 Sialkot Tape	940.00
01/12/2023	60C2011		1273	8 Sialkot Wet and dry	1250.00
01/12/2023	20G4010		1273	9 Sialkot Room switch	900.00
01/12/2023	20G2020		1273	10 Sialkot Timber	1330.00
01/12/2023	20G4010		1273	11 Sialkot Cable wire	920.00
01/12/2023	60C2010		1273	12 Sialkot Paint tint	2500.00
01/12/2023	60D5040		1273	13 Sialkot Light	7800.00
01/12/2023	60C2010		1273	14 Sialkot Silicone	750.00
01/12/2023	60C2010		1273	15 Sialkot Paint and filler	5370.00
01/12/2023	60C2011		1273	16 Sialkot Labour	19600.00
01/12/2023	60D6030		1273	17 Sialkot Ceiling speakers	19000.00
01/12/2023	10S1410		1273	18 Sialkot Tools	2700.00
01/12/2023	60C2010		1273	19 Sialkot Paint	4000.00
01/12/2023	60C2010		1273	20 Sialkot Paint Filler	5000.00
01/12/2023	20G2020		1273	23 Sialkot Cement	1200.00
01/12/2023	60C2032		1273	27 Sialkot Delivery	2400.00
01/12/2023	10S1200		1273	28 Sialkot Food	2652.00
01/12/2023	60C2010		1273	29 Sialkot Sand paper	400.00
01/12/2023	60C1097		1273	30 Sialkot Lit display	2499.00
01/12/2023	60C2032		1273	31 Sialkot Contractor	20000.00
01/12/2023	60C2032		1273	32 Sialkot Contractor	19000.00
01/12/2023	60C2011		1273	34 Sialkot Tile set	300.00
01/12/2023	60C2011		1273	35 Sialkot Cement Bond	1900.00
01/12/2023	60C2010		1273	36 Sialkot Paint acc	24200.00
01/12/2023	60C2010		1273	37 Sialkot Primer	16500.00
01/12/2023	60C2032		1273	38 Sialkot Delivery	1800.00
01/12/2023	10S1430		1273	40 Sialkot Screws fixings	640.00
01/12/2023	10S1430		1273	41 Sialkot Fixing /	270.00
01/12/2023	60B2011		1273	43 Sialkot Cement White	770.00
01/12/2023	20G4010		1273	45 Sialkot Cables wires 1st fix	235100.00
01/12/2023	60C2011		1273	47  Sialkot Labour	16800.00
04/12/2023	10S1200		1273	48 Sialkot Labour food	2645.00
04/12/2023	60C2011		1273	49 Sialkot Sand cement tile fix	107350.00
05/12/2023	01P1010		1562	51 Korangi  Scaffold Hire	75000.00
05/12/2023	60B2020		1273	52 Sialkot Windows and doors	150000.00
05/12/2023	20G4010		1273	53 Sialkot Electric	4046.00
04/12/2023	60C2011		1273	54 Sialkot Labour	15500.00
04/12/2023	60C2032		1273	56 Sialkot Floor Polish	5000.00
05/12/2023	60D5040		1273	57 Sialkot External Light	1600.00
05/12/2023	60C2011		1273	58 Sialkot Labour	12700.00
05/12/2023	20G2020		1273	59 Sialkot steal Jack Hire end	90000.00
05/12/2023	20G2020		1273	60 Sialkot Toll	4200.00
06/12/2023	60C2032		1273	61 Sialkot Marble main hall	200000.00
06/12/2023	60C2011		1273	62 Silakot Labour	17400.00
05/12/2023	60C2010		1273	63 Sialkot Paint	300.00
05/12/2023	60C2010		1273	65 Sialkot Paint	9000.00
06/12/2023	20G2020		1273	66 Sialkot Cement	1200.00
06/12/2023	60C2010		1273	67 Sialkot Paint	15650.00
06/12/2023	20G2020		1273	68 Sialkot Cement	200.00
06/12/2023	60C1092		1273	69 Sialkot Shower drains	1600.00
08/12/2023	60C2010		1273	2 - Sialkot Paint	48400.00
08/12/2023	60C2010		1273	3 - Sialkot Paint	540.00
08/12/2023	60C2010		1273	4 - Sialkot Paint	8620.00
08/12/2023	60B2020		1273	5 - Sialkot Windows and Doors Final Payment	77000.00
08/12/2023	60C2010		1273	6 - Sialkot Contractor	14500.00
08/12/2023	60C2032		1273	8 - Sialkot Marble Polisher	8000.00
08/12/2023	60C2032		1273	9 - Sialkot Marble	18200.00
08/12/2023	60C2032		1273	10 - Sialkot Contractor	9200.00
08/12/2023	60C2032		1273	11 - Sialkot Delivery	2500.00
08/12/2023	60E2050		1273	12 - Sialkot Contractor Carpenter	200000.00
08/12/2023	60E2050		1273	13 - Sialkot Contractor	60000.00
08/12/2023	10S1240		1273	14 - Sialkot Travel	1050.00
13/12/2023	60C2011		1273	17 - Sialkot Tile Set	600.00
11/12/2023	60C2011		1273	18 - Sialkot Contractor	13000.00
12/12/2023	60C2011		1273	19 - Sialkot Tile Set	490.00
11/12/2023	60B2011		1273	20 - Sialkot Exterior Paint	11500.00
12/12/2023	60B2011		1273	21 - Sialkot Paint items	1399.00
12/12/2023	60C2011		1273	22 - Sialkot Cement Tile Set	37450.00
07/12/2023	60C2011		1273	23 - Sialkot Contractor	15000.00
07/12/2023	60C2010		1273	24 - Sialkot Paint	6450.00
07/12/2023	60C2010		1273	25 - Sialkot Paint	16380.00
07/12/2023	20G4010		1273	26 - Sialkot Electrical Switches	66070.00
07/12/2023	60C1092		1273	27 - Sialkot Plumbing Parts	1230.00
10/12/2023	20G4010		1273	28 - Sialkot Contractor	11000.00
10/12/2023	60C1092		1273	29 - Sialkot Contractor	12100.00
09/12/2023	60C1092		1273	30 - Sialkot Contractor	17600.00
09/12/2023	60C2010		1273	31 - Sialkot Paint	6560.00
08/12/2023	60C2010		1273	32 - Sialkot Paint	7660.00
19/12/2023	60E2070		1273	1 - Sialkot Chair Deposit	150000.00
19/12/2023	60C2010		1273	3 - Sialkot Paint Items	3375.00
19/12/2023	60D6030		1273	4 -Sialkot Speakers and Cable	20000.00
19/12/2023	60C2010		1273	5 - Sialkot Paint	5050.00
19/12/2023	60C2032		1273	6 -Sialkot Marble	130000.00
19/12/2023	60C2011		1273	7 -Sialkot Labour	11500.00
19/12/2023	60C2011		1273	8 -Sialkot Labour	9300.00
19/12/2023	60C2011		1273	9 -Sialkot Labour	9200.00
19/12/2023	60C2032		1273	10 -Sialkot Hardwear	5800.00
19/12/2023	60C2010		1273	11 -Sialkot Paint	350.00
19/12/2023	60C2010		1273	12 -Sialkot Paint	24000.00
19/12/2023	60C2010		1273	13 -Sialkot Paint	15650.00
19/12/2023	60D6030		1273	14 -Sialkot Cable	10000.00
19/12/2023	60D5040		1273	15 -Sialkot Lights	32250.00
19/12/2023	60C1092		1273	16 -Sialkot Pipe	250.00
19/12/2023	60D6030		1273	17 -Sialkot Speakers	31500.00
19/12/2023	60C2010		1273	18 -Sialkot Paint	15650.00
19/12/2023	60C2010		1273	19 -Sialkot Paint and Filler	52000.00
20/12/2023	60C2010		1273	20 -Sialkot Paint	900.00
19/12/2023	60C2011		1273	21 -Sialkot Labour	11200.00
20/12/2023	60C2011		1273	22 -Sialkot Labour	9700.00
21/12/2023	60C1092		1273	23 -Sialkot Extractors and fans	30850.00
20/12/2023	60C2010		1273	24 -Sialkot Paint	8650.00
21/12/2023	60D6030		1273	25- Sialkot Cable	12000.00
19/12/2023	60B2010		1273	26 -Sialkot Abrasives	1550.00
21/12/2023	60C1092		1273	27 -Sialkot Plumber	4000.00
21/12/2023	60C2010		1273	28 -Sialkot paint items	2550.00
21/12/2023	60C2011		1273	29 -Sialkot Labour	9700.00
21/12/2023	60B2050		1273	30 -Sialkot Door Trims	5000.00
21/12/2023	60C2010		1273	31 -Sialkot Paint	32250.00
19/12/2023	60C1092		1273	42 -Sialkot Tape	1000.00
19/12/2023	60C1092		1273	43 -Sialkot Cleaning	1040.00
19/12/2023	60C1092		1273	44 -Sialkot Soap Dispenser	1529.00
27/12/2023	60B1011		1273	11 - Sialkot Carpenter	50000.00
28/12/2023	60C2010		1273	12 - Sialkot Paint	26760.00
28/12/2023	60C2010		1273	13 - Sialkot Paint	32160.00
28/12/2023	60C2011		1273	14 - Sialkot Labour	9200.00
28/12/2023	60C2011		1273	15 - Sialkot Labour	18000.00
27/12/2023	60C2010		1273	16 - Sialkot Paint	200.00
28/12/2023	60E2070		1273	17 - Sialkot Chairs 2nd payment	355000.00
27/12/2023	60C2011		1273	18 - Sialkot Labour	6100.00
27/12/2023	60C2011		1273	19 - Sialkot Labour	1350.00
29/12/2023	60C2011		1273	20 - Sialkot Labour	9700.00
27/12/2023	60C2011		1273	21 - Sialkot Labour	9700.00
27/12/2023	20G2020		1273	22 - Sialkot Hire Platform	990.00
27/12/2023	60C2011		1273	23 - Sialkot Labour	9700.00
29/12/2023	60C1092		1273	24 - Sialkot Washroom items	4800.00
